"","gene","p","fdr"
"EP300","EP300",0.00275387539802667,0.0800788483644525
"GRK7","GRK7",1,1
"GTF3C6","GTF3C6",1,1
"MCM3","MCM3",0.00428607061791538,0.0938846850154557
"SMAP1","SMAP1",1,1
"NDRG1","NDRG1",1,1
"HMBS","HMBS",1,1
"CLK3","CLK3",1,1
"MON1B","MON1B",1,1
"HGD","HGD",1,1
"SLC12A7","SLC12A7",1,1
"LUZP1","LUZP1",1,1
"FAM118B","FAM118B",1,1
"PSMD9","PSMD9",0.0219551323937927,0.187194919313774
"COG6","COG6",1,1
"ATXN1L","ATXN1L",0.00167436803696952,0.0650616142010612
"ZNF551","ZNF551",1,1
"PHF20L1","PHF20L1",1,1
"ANP32E","ANP32E",1,1
"HS2ST1","HS2ST1",1,1
"VPS26A","VPS26A",1,1
"RAB30","RAB30",1,1
"SRSF9","SRSF9",1,1
"PEAK1","PEAK1",1,1
"MFGE8","MFGE8",1,1
"AAK1","AAK1",0.0146871907120113,0.152534678621217
"FRMD4B","FRMD4B",1,1
"FCHO2","FCHO2",1,1
"GRM4","GRM4",1,1
"RC3H2","RC3H2",1,1
"CRB2","CRB2",1,1
"NUDT10","NUDT10",1,1
"TRIM11","TRIM11",1,1
"THNSL1","THNSL1",1,1
"SLC46A1","SLC46A1",1,1
"CAMSAP3","CAMSAP3",1,1
"COBL","COBL",1,1
"YWHAB","YWHAB",0.0381203360797557,0.255632747185391
"MTMR12","MTMR12",1,1
"OR2AG2","OR2AG2",1,1
"PFAS","PFAS",1,1
"CCND3","CCND3",1,1
"ACTG1","ACTG1",0.014278916377993,0.151568697082423
"PPFIA3","PPFIA3",1,1
"STX12","STX12",1,1
"RABGGTB","RABGGTB",1,1
"PEBP1","PEBP1",0.0190759256119748,0.177411440516647
"COPS2","COPS2",1,1
"SPOP","SPOP",1,1
"ZNF512B","ZNF512B",1,1
"PPIP5K2","PPIP5K2",1,1
"PDLIM7","PDLIM7",1,1
"TPD52L1","TPD52L1",1,1
"MTCH1","MTCH1",1,1
"FAM135A","FAM135A",1,1
"SNX8","SNX8",1,1
"MYC","MYC",1,1
"SGK223","SGK223",1,1
"BCAS2","BCAS2",1,1
"BOLA1","BOLA1",0.0440069140203655,0.280423017844969
"UBAP2L","UBAP2L",1,1
"CYP2E1","CYP2E1",1,1
"GALNT8","GALNT8",1,1
"INF2","INF2",1,1
"PAPLN","PAPLN",1,1
"TBC1D10B","TBC1D10B",1,1
"SETD1A","SETD1A",1,1
"RFWD3","RFWD3",1,1
"CHTF18","CHTF18",1,1
"DRG2","DRG2",1,1
"RAB11FIP4","RAB11FIP4",1,1
"WNK4","WNK4",1,1
"ACSF2","ACSF2",1,1
"LILRB5","LILRB5",1,1
"ZNF846","ZNF846",1,1
"INHBB","INHBB",1,1
"ABCB6","ABCB6",1,1
"CCT4","CCT4",1,1
"HMGXB4","HMGXB4",1,1
"MARVELD2","MARVELD2",0.00519387020411865,0.10324173638575
"RBAK","RBAK",1,1
"GTF2IRD2B","GTF2IRD2B",1,1
"BCAP31","BCAP31",1,1
"FBXO28","FBXO28",1,1
"THAP2","THAP2",1,1
"SUPT7L","SUPT7L",1,1
"PVRL4","PVRL4",1,1
"KIF23","KIF23",0.00751600536677876,0.113628542006331
"AXIN2","AXIN2",1,1
"EPOR","EPOR",1,1
"DNAJB1","DNAJB1",1,1
"SLC4A3","SLC4A3",1,1
"MRPL53","MRPL53",1,1
"TRMT10C","TRMT10C",0.0126449175892332,0.144429684779938
"PCDHB3","PCDHB3",1,1
"CAMK2A","CAMK2A",1,1
"NAMPT","NAMPT",1,1
"NIPAL3","NIPAL3",1,1
"ACSM4","ACSM4",1,1
"PLEK2","PLEK2",1,1
"KIF22","KIF22",0.00728996602815269,0.112405268323467
"CDYL2","CDYL2",1,1
"SREBF1","SREBF1",1,1
"ZNF790","ZNF790",1,1
"SMEK2","SMEK2",1,1
"CAPG","CAPG",1,1
"IL5RA","IL5RA",0.00273358350137081,0.079922016162993
"GALNT7","GALNT7",1,1
"SLC36A2","SLC36A2",1,1
"VAV2","VAV2",1,1
"DHX9","DHX9",0.026597047504515,0.209147364915375
"SYT8","SYT8",1,1
"IGFBP2","IGFBP2",1,1
"ARID5B","ARID5B",1,1
"USP10","USP10",0.00290469005198305,0.0809302554650841
"CLU","CLU",1,1
"CLCN5","CLCN5",1,1
"PRAMEF12","PRAMEF12",1,1
"FCRL3","FCRL3",0.000737868853880047,0.042357488775752
"UBE2T","UBE2T",1,1
"ARNTL","ARNTL",1,1
"CAPRIN2","CAPRIN2",1,1
"FKBP3","FKBP3",1,1
"CTAGE1","CTAGE1",1,1
"TXNL1","TXNL1",1,1
"BRE","BRE",0.0335057446149193,0.237862210437897
"WDR1","WDR1",1,1
"AP1AR","AP1AR",1,1
"IBSP","IBSP",1,1
"TFAP2D","TFAP2D",1,1
"TRPA1","TRPA1",1,1
"ACTL7B","ACTL7B",1,1
"DCAF6","DCAF6",1,1
"RBM39","RBM39",1,1
"IRF7","IRF7",1,1
"RAB1B","RAB1B",0.00621388018205953,0.109466211990303
"EXOSC7","EXOSC7",1,1
"SMYD2","SMYD2",1,1
"CTPS1","CTPS1",0.00377940966434777,0.0886592768031163
"JUN","JUN",1,1
"DCTN2","DCTN2",0.0215951193039982,0.186271890473218
"RPS6KB1","RPS6KB1",0.0144571986233889,0.152086075249837
"EHBP1","EHBP1",1,1
"ZBTB12","ZBTB12",1,1
"GTPBP10","GTPBP10",0.0245181448731689,0.199348384261821
"CCNE2","CCNE2",1,1
"REPS2","REPS2",0.00253361633522203,0.0783989027938248
"CDC42EP2","CDC42EP2",1,1
"CSAD","CSAD",1,1
"SRP54","SRP54",1,1
"MPP5","MPP5",1,1
"SLC7A5","SLC7A5",1,1
"LPIN2","LPIN2",0.022317754286688,0.188194804299695
"ZNF433","ZNF433",1,1
"CYP8B1","CYP8B1",1,1
"SYTL3","SYTL3",1,1
"WRNIP1","WRNIP1",1,1
"AGTPBP1","AGTPBP1",1,1
"URB2","URB2",1,1
"CDC20","CDC20",1,1
"TWF1","TWF1",1,1
"DYRK4","DYRK4",1,1
"ANGEL1","ANGEL1",1,1
"BCL11B","BCL11B",1,1
"CHD2","CHD2",0.00516075673856005,0.103149809314564
"KRT20","KRT20",1,1
"RAD51AP2","RAD51AP2",1,1
"STT3B","STT3B",1,1
"ARHGEF35","ARHGEF35",1,1
"POLR3D","POLR3D",1,1
"SHB","SHB",1,1
"TCF7L1","TCF7L1",1,1
"WDR27","WDR27",1,1
"CHMP4C","CHMP4C",1,1
"NFX1","NFX1",1,1
"MCL1","MCL1",1,1
"ACBD3","ACBD3",1,1
"FAM175B","FAM175B",0.0325070274796232,0.235400543020583
"DDX54","DDX54",0.011391686582197,0.136762079033427
"RAB35","RAB35",0.0347942426760857,0.242866731635278
"SHMT2","SHMT2",1,1
"CPSF6","CPSF6",1,1
"CDK8","CDK8",1,1
"ZFP106","ZFP106",1,1
"DUOX2","DUOX2",1,1
"ZNF766","ZNF766",1,1
"ZNF121","ZNF121",1,1
"IRS1","IRS1",0.00463021460610925,0.0981929906435717
"PCYOX1","PCYOX1",1,1
"DBR1","DBR1",1,1
"MEPCE","MEPCE",1,1
"PRDM14","PRDM14",0.0144571986233889,0.152086075249837
"OTUD3","OTUD3",0.00480874926779663,0.101016910440849
"LPPR4","LPPR4",1,1
"PRKG1","PRKG1",0.0474204789865217,0.291034994996542
"PPP6R3","PPP6R3",0.024393975414224,0.199300301155345
"MIPEP","MIPEP",1,1
"NUMB","NUMB",1,1
"BFAR","BFAR",1,1
"BANP","BANP",1,1
"GEMIN4","GEMIN4",1,1
"MLLT1","MLLT1",1,1
"RBM45","RBM45",1,1
"ZHX3","ZHX3",0.0169192582326063,0.164297713335437
"ZNF148","ZNF148",1,1
"BCL6","BCL6",1,1
"FIG4","FIG4",1,1
"ZC3HC1","ZC3HC1",0.012394669108404,0.143043503627144
"SOS2","SOS2",0.0133835108384033,0.147747130749657
"CCDC43","CCDC43",1,1
"ITGB2","ITGB2",1,1
"THUMPD3","THUMPD3",1,1
"PCGF3","PCGF3",1,1
"CASP4","CASP4",1,1
"ALDOC","ALDOC",0.00488473421864444,0.101016910440849
"DCAF7","DCAF7",1,1
"RNF148","RNF148",1,1
"PSMD5","PSMD5",1,1
"IFT74","IFT74",1,1
"SNX19","SNX19",1,1
"PGBD1","PGBD1",1,1
"CCDC23","CCDC23",0.0370197381894359,0.251033031164413
"USP24","USP24",1,1
"SEC23IP","SEC23IP",1,1
"MARS","MARS",1,1
"LIMS1","LIMS1",0.0265226634949932,0.209011143447526
"NFE2L2","NFE2L2",1,1
"KAT2B","KAT2B",1,1
"ACTL6B","ACTL6B",1,1
"BRD3","BRD3",1,1
"DENND4B","DENND4B",1,1
"P4HA1","P4HA1",1,1
"ZNF408","ZNF408",1,1
"ATL3","ATL3",1,1
"PDPR","PDPR",1,1
"CTU2","CTU2",1,1
"LRRC37B","LRRC37B",1,1
"DMRTC2","DMRTC2",1,1
"DGCR8","DGCR8",1,1
"ZBTB47","ZBTB47",1,1
"TKT","TKT",1,1
"COQ3","COQ3",1,1
"HIBADH","HIBADH",1,1
"IFITM2","IFITM2",1,1
"ATF1","ATF1",1,1
"IFRD2","IFRD2",1,1
"CENPC1","CENPC1",0.00248446682013302,0.0783989027938248
"GLRA3","GLRA3",1,1
"CUL4A","CUL4A",1,1
"ARHGAP33","ARHGAP33",1,1
"ABI2","ABI2",1,1
"DOCK3","DOCK3",1,1
"FAM105A","FAM105A",1,1
"RAD1","RAD1",1,1
"ELP4","ELP4",1,1
"TXLNA","TXLNA",1,1
"L1TD1","L1TD1",5.82281918469387e-05,0.0121169227971489
"DDX6","DDX6",0.0286686162324727,0.218425990265487
"NDUFS8","NDUFS8",1,1
"STX4","STX4",1,1
"TPD52L2","TPD52L2",0.000278896400559224,0.0292721026080552
"LRIG1","LRIG1",1,1
"PPA2","PPA2",0.0166225152392448,0.162797394798634
"SPRY1","SPRY1",1,1
"ANXA10","ANXA10",1,1
"MAPK13","MAPK13",1,1
"ARHGAP6","ARHGAP6",0.00401205882100085,0.0899538710068843
"INPP5F","INPP5F",1,1
"SELPLG","SELPLG",1,1
"EVI2B","EVI2B",1,1
"KRT31","KRT31",1,1
"AURKB","AURKB",1,1
"POPDC2","POPDC2",1,1
"AGXT2L1","AGXT2L1",1,1
"ZNF716","ZNF716",0.00683114018486528,0.111765509805941
"NKRF","NKRF",0.0122377336084999,0.142966786138598
"KLHL17","KLHL17",1,1
"SORL1","SORL1",1,1
"KRT6B","KRT6B",1,1
"DCD","DCD",1,1
"MYO1C","MYO1C",1,1
"ZFP14","ZFP14",1,1
"CACNG7","CACNG7",1,1
"DDX18","DDX18",0.000282447762569517,0.0292721026080552
"GPSM1","GPSM1",1,1
"ETV3L","ETV3L",1,1
"ZNF714","ZNF714",1,1
"PHF16","PHF16",1,1
"ASCC2","ASCC2",1,1
"HMGB1","HMGB1",0.00586611038721338,0.107382398236499
"MBP","MBP",1,1
"CCDC85A","CCDC85A",1,1
"YTHDF1","YTHDF1",1,1
"ACSL5","ACSL5",1,1
"ADAM23","ADAM23",1,1
"ODF2L","ODF2L",1,1
"KIF18B","KIF18B",1,1
"INO80C","INO80C",1,1
"ATP13A1","ATP13A1",1,1
"VPS26B","VPS26B",1,1
"GP6","GP6",1,1
"FAM83F","FAM83F",0.000297169551302925,0.0299826066988814
"DIAPH1","DIAPH1",1,1
"ZFAT","ZFAT",1,1
"TOP1MT","TOP1MT",1,1
"SERPING1","SERPING1",1,1
"CDH3","CDH3",1,1
"CAMK4","CAMK4",1,1
"PPP1R26","PPP1R26",1,1
"HIPK3","HIPK3",1,1
"FAM83G","FAM83G",1,1
"TUBB6","TUBB6",1,1
"ZBTB2","ZBTB2",1,1
"HSPA1L","HSPA1L",1,1
"SDC2","SDC2",1,1
"GOLM1","GOLM1",1,1
"PCNXL3","PCNXL3",1,1
"RHOT1","RHOT1",1,1
"FCHO1","FCHO1",1,1
"GFPT1","GFPT1",0.00356293853401802,0.0878029043702796
"TAF4","TAF4",1,1
"NUP210","NUP210",1,1
"ADH5","ADH5",1,1
"SPATA18","SPATA18",0.0172926461451831,0.165685949518241
"TRMT13","TRMT13",1,1
"EIF4G3","EIF4G3",1,1
"TMEM63A","TMEM63A",1,1
"MTG1","MTG1",1,1
"KRT7","KRT7",0.021246194312693,0.185911119166818
"PSPC1","PSPC1",1,1
"TRPM1","TRPM1",1,1
"TPSD1","TPSD1",1,1
"DNAJC7","DNAJC7",1,1
"UBTF","UBTF",0.0162503633009001,0.160550696173136
"KCNAB3","KCNAB3",1,1
"ICAM3","ICAM3",1,1
"CCDC97","CCDC97",1,1
"TFPI","TFPI",1,1
"EIF4E2","EIF4E2",1,1
"ZNF512","ZNF512",1,1
"YTHDC2","YTHDC2",0.00255754470829147,0.0783989027938248
"ARHGEF5","ARHGEF5",1,1
"TRIM35","TRIM35",1,1
"TCEAL6","TCEAL6",1,1
"MAP4K5","MAP4K5",1,1
"RARA","RARA",1,1
"TUBG1","TUBG1",1,1
"DUSP16","DUSP16",1,1
"SPRY2","SPRY2",1,1
"KIAA1737","KIAA1737",1,1
"PPM1D","PPM1D",1,1
"SIRT2","SIRT2",1,1
"ULK4","ULK4",1,1
"SLC7A11","SLC7A11",1,1
"FAM8A1","FAM8A1",1,1
"MAPK14","MAPK14",1,1
"SIGLEC5","SIGLEC5",0.00125844049377802,0.0566213192437017
"BAG6","BAG6",1,1
"UBXN2B","UBXN2B",1,1
"RAB14","RAB14",1,1
"MRPL24","MRPL24",0.021773707784032,0.187078023688015
"FBXO42","FBXO42",1,1
"ATP2B4","ATP2B4",1,1
"SYF2","SYF2",1,1
"PDCD4","PDCD4",0.000753056084969394,0.042832107903828
"AEBP2","AEBP2",1,1
"NPLOC4","NPLOC4",1,1
"MTMR3","MTMR3",1,1
"SCARB2","SCARB2",1,1
"FCHSD1","FCHSD1",1,1
"SKP2","SKP2",1,1
"RNF146","RNF146",1,1
"CYP7A1","CYP7A1",1,1
"GLDC","GLDC",1,1
"TMEM2","TMEM2",1,1
"SCNN1G","SCNN1G",1,1
"CD200R1","CD200R1",1,1
"PSMG3","PSMG3",1,1
"SEMA6A","SEMA6A",1,1
"PURG","PURG",1,1
"OTUB1","OTUB1",1,1
"AGRN","AGRN",1,1
"ALKBH3","ALKBH3",1,1
"GSTP1","GSTP1",0.0351907194973278,0.244864160013277
"STARD10","STARD10",1,1
"SERBP1","SERBP1",1,1
"PTGES3","PTGES3",1,1
"DIS3L2","DIS3L2",1,1
"SEPT5","SEPT5",1,1
"IL31RA","IL31RA",1,1
"TIMP3","TIMP3",0.0140562112623915,0.15031699965884
"LRRC16A","LRRC16A",0.0326950902378515,0.235823611509547
"NXPH1","NXPH1",1,1
"ZCCHC8","ZCCHC8",1,1
"GPHN","GPHN",1,1
"LPHN1","LPHN1",1,1
"FPR1","FPR1",1,1
"SAG","SAG",1,1
"RTEL1","RTEL1",1,1
"NLGN1","NLGN1",1,1
"DAG1","DAG1",1,1
"DDX46","DDX46",0.0101401563234562,0.130102699340837
"PFKFB3","PFKFB3",1,1
"POLR3A","POLR3A",1,1
"PHC1","PHC1",1,1
"KCTD19","KCTD19",1,1
"SNX11","SNX11",1,1
"PNISR","PNISR",1,1
"STX17","STX17",1,1
"CDK18","CDK18",1,1
"PLAU","PLAU",1,1
"SIAH1","SIAH1",1,1
"ZNF276","ZNF276",1,1
"MAPRE2","MAPRE2",1,1
"PGLS","PGLS",0.011072227123586,0.135284331038457
"SMG9","SMG9",1,1
"ZNF579","ZNF579",1,1
"CHKB","CHKB",1,1
"DHX30","DHX30",1,1
"RALGAPA1","RALGAPA1",1,1
"MMP15","MMP15",1,1
"NEK3","NEK3",1,1
"USP8","USP8",0.00751600527994982,0.113628542006331
"PSMG2","PSMG2",1,1
"ZNF563","ZNF563",1,1
"ASB15","ASB15",1,1
"HRSP12","HRSP12",1,1
"PLEKHN1","PLEKHN1",1,1
"FAM108A1","FAM108A1",1,1
"PRODH2","PRODH2",1,1
"SSR1","SSR1",1,1
"MLLT3","MLLT3",1,1
"MID2","MID2",1,1
"OR2T2","OR2T2",1,1
"ARMC5","ARMC5",1,1
"PLXND1","PLXND1",1,1
"STMN4","STMN4",1,1
"ASTN2","ASTN2",0.0108052927645158,0.133492475916347
"BROX","BROX",1,1
"KMO","KMO",1,1
"UBXN11","UBXN11",1,1
"KIAA1328","KIAA1328",1,1
"BRSK1","BRSK1",1,1
"IWS1","IWS1",0.013732836353491,0.149179375657254
"OXER1","OXER1",1,1
"DDRGK1","DDRGK1",1,1
"CENPB","CENPB",1,1
"PABPC1L","PABPC1L",1,1
"EIF2B5","EIF2B5",1,1
"VIP","VIP",1,1
"NPSR1","NPSR1",1,1
"ZDHHC4","ZDHHC4",1,1
"PFKP","PFKP",1,1
"HNRNPF","HNRNPF",0.00748345039489426,0.113628542006331
"EIF3M","EIF3M",1,1
"MRPL49","MRPL49",1,1
"SUGT1","SUGT1",1,1
"SGPP1","SGPP1",1,1
"SNAP23","SNAP23",0.0212765956668719,0.185911119166818
"NTRK3","NTRK3",1,1
"LAT","LAT",1,1
"STAT5A","STAT5A",1,1
"CD33","CD33",1,1
"ZNF665","ZNF665",1,1
"VSX1","VSX1",1,1
"AP2M1","AP2M1",1,1
"MPLKIP","MPLKIP",1,1
"ZNF333","ZNF333",1,1
"ST3GAL5","ST3GAL5",1,1
"RASSF2","RASSF2",1,1
"NAALADL2","NAALADL2",1,1
"LRRC15","LRRC15",1,1
"MTRF1L","MTRF1L",1,1
"ATP2A2","ATP2A2",1,1
"DDX42","DDX42",1,1
"KLK7","KLK7",1,1
"B4GALT1","B4GALT1",1,1
"DCDC2B","DCDC2B",1,1
"ITPRIP","ITPRIP",1,1
"PHYH","PHYH",1,1
"AGAP2","AGAP2",0.00654288284568487,0.111765509805941
"EIF2S1","EIF2S1",0.0449249320492921,0.282068975176472
"PIGB","PIGB",1,1
"MTBP","MTBP",1,1
"RNF139","RNF139",1,1
"LPL","LPL",1,1
"FBRSL1","FBRSL1",1,1
"SORD","SORD",1,1
"MGAT5B","MGAT5B",1,1
"B3GNT2","B3GNT2",1,1
"IFNAR2","IFNAR2",1,1
"PDGFRL","PDGFRL",1,1
"VCX3A","VCX3A",1,1
"VCX","VCX",1,1
"CDHR4","CDHR4",1,1
"ARRB2","ARRB2",1,1
"PKD2L1","PKD2L1",1,1
"ANKRD31","ANKRD31",1,1
"F2RL2","F2RL2",1,1
"LIG1","LIG1",1,1
"HAVCR1","HAVCR1",1,1
"PPP1R10","PPP1R10",1,1
"CD55","CD55",1,1
"FAM45A","FAM45A",1,1
"AQP5","AQP5",1,1
"SDR39U1","SDR39U1",1,1
"SF3B3","SF3B3",1,1
"ZBTB46","ZBTB46",1,1
"TSC22D2","TSC22D2",1,1
"SHROOM3","SHROOM3",1,1
"TPPP","TPPP",1,1
"PIP","PIP",1,1
"OPRD1","OPRD1",1,1
"CAT","CAT",1,1
"MUT","MUT",1,1
"IFITM3","IFITM3",1,1
"IRAK3","IRAK3",0.011273499687559,0.1364913353081
"SGIP1","SGIP1",1,1
"TTBK2","TTBK2",1,1
"HDAC3","HDAC3",1,1
"CD34","CD34",1,1
"ADAM19","ADAM19",1,1
"LRRN2","LRRN2",1,1
"NOMO3","NOMO3",1,1
"AKTIP","AKTIP",1,1
"SLC5A5","SLC5A5",1,1
"ZNF100","ZNF100",1,1
"ZNF181","ZNF181",1,1
"GPD2","GPD2",1,1
"SPAST","SPAST",0.0029507381833818,0.0818706898464141
"TBC1D23","TBC1D23",1,1
"IGBP1","IGBP1",1,1
"HIST2H3D","HIST2H3D",1,1
"OR2T35","OR2T35",0.0133779262896341,0.147747130749657
"PUM1","PUM1",1,1
"TUBAL3","TUBAL3",1,1
"UVRAG","UVRAG",1,1
"NFKBIA","NFKBIA",0.0280357723637519,0.214586446172671
"MAP2K1","MAP2K1",1,1
"CASC3","CASC3",0.00133182129243982,0.0575882986127064
"SOX11","SOX11",0.000583777861290492,0.0400760492611689
"PRMT10","PRMT10",1,1
"C1QTNF7","C1QTNF7",1,1
"MACC1","MACC1",1,1
"NFIB","NFIB",0.0171096017216706,0.165120054876238
"GTPBP4","GTPBP4",1,1
"PDHB","PDHB",1,1
"KIAA1191","KIAA1191",0.00546958156638261,0.105952547251921
"SCAI","SCAI",1,1
"DDX23","DDX23",1,1
"MBD3","MBD3",0.0210758161177281,0.185911119166818
"ZC3H4","ZC3H4",1,1
"CREB1","CREB1",1,1
"GIGYF2","GIGYF2",1,1
"FHIT","FHIT",1,1
"EIF3B","EIF3B",1,1
"ZCCHC7","ZCCHC7",1,1
"TSEN15","TSEN15",1,1
"PRKCZ","PRKCZ",0.0219121855307791,0.187194919313774
"DHRS7C","DHRS7C",1,1
"PCDHGB2","PCDHGB2",1,1
"SH3BP5L","SH3BP5L",1,1
"STRN3","STRN3",1,1
"SLC47A2","SLC47A2",1,1
"CBR1","CBR1",0.0100778362095216,0.129996280258623
"SLC19A1","SLC19A1",1,1
"IFT81","IFT81",1,1
"CARKD","CARKD",1,1
"CHPF","CHPF",1,1
"RRP1","RRP1",1,1
"SRGAP3","SRGAP3",1,1
"ZNF668","ZNF668",0.000349002532542471,0.0308694504931184
"ANO8","ANO8",1,1
"GTF2I","GTF2I",1,1
"SHKBP1","SHKBP1",1,1
"SLC35A2","SLC35A2",1,1
"SYP","SYP",1,1
"FOXJ2","FOXJ2",1,1
"KRT82","KRT82",1,1
"ALOX12B","ALOX12B",1,1
"CCNB1","CCNB1",1,1
"CTNNAL1","CTNNAL1",0.0211493273743474,0.185911119166818
"UNC5B","UNC5B",1,1
"CCNK","CCNK",1,1
"TAOK2","TAOK2",0.00356293849700202,0.0878029043702796
"RRAD","RRAD",1,1
"PRKACA","PRKACA",0.0194289403660809,0.178697947372559
"RPS16","RPS16",1,1
"ZNF652","ZNF652",1,1
"ACAA2","ACAA2",1,1
"FBXO41","FBXO41",1,1
"FAM114A1","FAM114A1",1,1
"LCP2","LCP2",0.0255548848099206,0.204777350119448
"WDR13","WDR13",1,1
"SOAT1","SOAT1",1,1
"TACSTD2","TACSTD2",1,1
"CAST","CAST",1,1
"ZNF300","ZNF300",1,1
"SCNN1D","SCNN1D",1,1
"ELF3","ELF3",1,1
"ARHGEF12","ARHGEF12",1,1
"GCH1","GCH1",0.0461599278680428,0.287538783604581
"ADD2","ADD2",1,1
"NOM1","NOM1",1,1
"PLEKHG5","PLEKHG5",1,1
"CTRB2","CTRB2",1,1
"CCDC50","CCDC50",1,1
"TBC1D10C","TBC1D10C",1,1
"DRD3","DRD3",1,1
"CASP6","CASP6",1,1
"CA2","CA2",1,1
"PNPLA7","PNPLA7",1,1
"DCLK1","DCLK1",1,1
"AK7","AK7",1,1
"IDH3A","IDH3A",1,1
"RAB43","RAB43",1,1
"SASH1","SASH1",0.0028526896812815,0.0809302554650841
"ANXA13","ANXA13",1,1
"SDHB","SDHB",1,1
"HIP1R","HIP1R",1,1
"KATNB1","KATNB1",1,1
"FTL","FTL",1,1
"DHCR24","DHCR24",0.0425686351625405,0.273878784103727
"PDE4A","PDE4A",1,1
"DDAH1","DDAH1",1,1
"PRB1","PRB1",1,1
"GPR133","GPR133",1,1
"RLIM","RLIM",1,1
"ALK","ALK",1,1
"MATN4","MATN4",0.00496837061107121,0.102112283639269
"GAK","GAK",1,1
"ZNF175","ZNF175",1,1
"PPP1R12B","PPP1R12B",0.00140926925168636,0.0597727639934996
"FAM120A","FAM120A",1,1
"FRK","FRK",0.00609364317244409,0.108206853027481
"GPR111","GPR111",1,1
"SART1","SART1",1,1
"RNF31","RNF31",1,1
"PAK4","PAK4",1,1
"PPP2R1A","PPP2R1A",1,1
"SH3BP5","SH3BP5",1,1
"FANCB","FANCB",0.00667185246436829,0.111765509805941
"SAMD1","SAMD1",1,1
"CCM2","CCM2",1,1
"SLC9A1","SLC9A1",0.0094936707936823,0.12614591283704
"PTP4A2","PTP4A2",1,1
"SHROOM1","SHROOM1",1,1
"SERPINB6","SERPINB6",1,1
"NRAS","NRAS",1,1
"CGN","CGN",1,1
"DDX59","DDX59",1,1
"DCUN1D5","DCUN1D5",1,1
"DEGS2","DEGS2",1,1
"SENP8","SENP8",1,1
"CRTC3","CRTC3",1,1
"DLG4","DLG4",0.00601593946380016,0.107688550778079
"APC2","APC2",1,1
"APBA3","APBA3",1,1
"KCMF1","KCMF1",1,1
"PPEF2","PPEF2",1,1
"DAP","DAP",0.0263157891944019,0.207872882853526
"POM121C","POM121C",0.00244930610632094,0.0780379395310582
"GPT","GPT",1,1
"ZC2HC1A","ZC2HC1A",1,1
"MOSPD2","MOSPD2",1,1
"U2AF1","U2AF1",1,1
"TMPRSS2","TMPRSS2",1,1
"EPPK1","EPPK1",1,1
"WHAMM","WHAMM",1,1
"E4F1","E4F1",1,1
"LMNA","LMNA",1,1
"EIF2D","EIF2D",1,1
"DTX2","DTX2",0.00865041209653455,0.121014903678201
"C2CD2L","C2CD2L",1,1
"SNX15","SNX15",1,1
"SPINT1","SPINT1",1,1
"PARP16","PARP16",1,1
"TMX3","TMX3",1,1
"PLIN3","PLIN3",1,1
"IL1RL1","IL1RL1",1,1
"YTHDC1","YTHDC1",1,1
"SFRP4","SFRP4",1,1
"MGEA5","MGEA5",1,1
"CRISPLD2","CRISPLD2",1,1
"FAM178A","FAM178A",0.00625497770543252,0.109610254934018
"TUT1","TUT1",1,1
"KDELC1","KDELC1",1,1
"XPO4","XPO4",1,1
"GTF3A","GTF3A",1,1
"FIZ1","FIZ1",1,1
"U2AF2","U2AF2",1,1
"ZNF860","ZNF860",1,1
"PCDH10","PCDH10",1,1
"ARPC1B","ARPC1B",0.00726783300860168,0.112405268323467
"ANXA1","ANXA1",1,1
"AHCYL1","AHCYL1",1,1
"TAL1","TAL1",1,1
"EI24","EI24",1,1
"CKAP4","CKAP4",1,1
"SNX6","SNX6",1,1
"SLC12A1","SLC12A1",1,1
"SLC27A2","SLC27A2",1,1
"HEXA","HEXA",1,1
"TERF2","TERF2",1,1
"CPD","CPD",1,1
"RANBP3L","RANBP3L",1,1
"MEA1","MEA1",1,1
"TIMM8A","TIMM8A",1,1
"IGFN1","IGFN1",1,1
"GABRA4","GABRA4",1,1
"DLGAP5","DLGAP5",0.000702432739759017,0.041465420581988
"ITM2A","ITM2A",1,1
"TH","TH",0.00936552998513306,0.12498008851904
"DLG2","DLG2",1,1
"TUBA1A","TUBA1A",0.0023364485184171,0.0780010401590084
"SLC43A2","SLC43A2",1,1
"SERPINE2","SERPINE2",1,1
"GUCY1B3","GUCY1B3",1,1
"TCEAL3","TCEAL3",1,1
"APOOL","APOOL",1,1
"LILRB4","LILRB4",1,1
"MDM4","MDM4",1,1
"TCERG1L","TCERG1L",1,1
"ITGA8","ITGA8",1,1
"TMPO","TMPO",1,1
"YWHAG","YWHAG",0.00357605864319603,0.0878029043702796
"NCOA2","NCOA2",1,1
"EHBP1L1","EHBP1L1",1,1
"CACNB3","CACNB3",1,1
"MEF2A","MEF2A",0.00480874926767291,0.101016910440849
"BEST1","BEST1",0.0126449173020022,0.144429684779938
"RAB27A","RAB27A",1,1
"JMJD6","JMJD6",1,1
"MERTK","MERTK",1,1
"PITPNM3","PITPNM3",1,1
"ALG3","ALG3",1,1
"LCORL","LCORL",1,1
"OR13C5","OR13C5",1,1
"CDK11B","CDK11B",1,1
"ACD","ACD",1,1
"POLD1","POLD1",1,1
"FAM49A","FAM49A",1,1
"BDH1","BDH1",1,1
"ZNF718","ZNF718",1,1
"TDO2","TDO2",1,1
"DPYSL3","DPYSL3",1,1
"MED22","MED22",0.0375201088946847,0.253137188581262
